name,bus,p_mw,vm_pu,sn_mva,min_q_mvar,max_q_mvar,scaling,slack,in_service,zone,slack_weight,min_p_mw,max_p_mw,bus_name,type,controllable,max_vm_pu,min_vm_pu,in_service_old_bess
Celtic,1,-250,1.05,,-325,25,1,FALSE,TRUE,10,0,-700,700,3205,49,TRUE,1.1,0.9,
Dromana BESS,2,0,1,105,-32.86841052,32.86841052,1,FALSE,FALSE,12,0,-100,100,,14,TRUE,1.1,0.9,
Curraghtown,4,0,1,,-98.60523155,98.60523155,1,FALSE,TRUE,7,0,0,300,,9,TRUE,1.1,0.9,
Test_PV_2,4,0,1,,-32,32,1,FALSE,FALSE,5,0,0,116,,23,TRUE,1.1,0.9,
Harlockstown solar ext,7,0,1,,-16.59854731,16.59854731,1,FALSE,FALSE,11,0,0,50.5,91026,23,TRUE,1.1,0.9,
Test_PV,8,0,1,,-32,32,1,FALSE,FALSE,5,0,0,95,,23,TRUE,1.1,0.9,
Gorman Solar,11,0,1,,-15.11946884,15.11946884,1,FALSE,TRUE,7,0,0,46,91022,23,TRUE,1.1,0.9,
Milltown,12,0,1,,-37.7986721,37.7986721,1,FALSE,TRUE,7,0,0,115,91021,23,TRUE,1.1,0.9,
Milltown ext,12,0,1,,-6.244997999,6.244997999,1,FALSE,TRUE,7,0,0,19,91021,23,TRUE,1.1,0.9,
Ballymoneen BESS,14,0,1,90,-24.65130789,24.65130789,1,FALSE,TRUE,2,0,-75,75,,14,TRUE,1.1,0.9,
Ballymoneen,14,0,1,,-37.7986721,37.7986721,1,FALSE,TRUE,2,0,0,115,91019,23,TRUE,1.1,0.9,
Ballymoneen ph 3,14,0,1,,-6.573682104,6.573682104,1,FALSE,TRUE,2,0,0,20,91019,23,TRUE,1.1,0.9,
Ballyroe ext,16,0,1,,-14.79078473,14.79078473,1,FALSE,TRUE,5,0,0,45,91017,23,TRUE,1.1,0.9,
Ballyroe,16,0,1,,-39.44209262,39.44209262,1,FALSE,TRUE,5,0,0,120,91017,23,TRUE,1.1,0.9,
Monvallet BESS,18,0,1,141.12,-44.17514374,44.17514374,1,FALSE,TRUE,7,0,-134.4,134.4,,14,TRUE,1.1,0.9,
Monvallet BESS ph2,18,0,1,122.85,-38.45604031,38.45604031,1,FALSE,FALSE,7,0,-117,117,,14,TRUE,1.1,0.9,
Monvallet,18,0,1,,-16.43420526,16.43420526,1,FALSE,TRUE,7,0,0,50,91015,23,TRUE,1.1,0.9,
Drumgoolan (monvallet ph2),18,0,1,,-24.65130789,24.65130789,1,FALSE,TRUE,7,0,0,75,,23,TRUE,1.1,0.9,
Monatoreen,20,0,1,,-8.90733925,8.90733925,1,FALSE,TRUE,10,0,0,27.1,91013,23,TRUE,1.1,0.9,
Blackwater bog,22,0,1,,-21.36446684,21.36446684,1,FALSE,TRUE,3,0,0,65,91011,23,TRUE,1.1,0.9,
Erkina 1and2,24,0,1,,-51.60340451,51.60340451,1,FALSE,TRUE,8,0,0,157,91009,23,TRUE,1.1,0.9,
Erkina extension,24,0,1,,-4.930261577,4.930261577,1,FALSE,TRUE,8,0,0,15,91009,23,TRUE,1.1,0.9,
Borrisbeg Wind Farm,25,0,1.05,,-17.74894168,17.74894168,1,FALSE,TRUE,8,0,0,54,,17,TRUE,1.1,0.9,
Clonin North,26,0,1,,-15.44815294,15.44815294,1,FALSE,TRUE,11,0,0,47,91007,23,TRUE,1.1,0.9,
Lysaghtstown,28,0,1,,-48.31656346,48.31656346,1,FALSE,TRUE,10,0,0,147,91003,23,TRUE,1.1,0.9,
Tracystown',30,0,1,,-33.22996303,33.22996303,1,FALSE,TRUE,9,0,0,101.1,91001,23,TRUE,1.1,0.9,
 'Woodhous_ph1',32,0,1.05,,-6.573682104,6.573682104,1,FALSE,TRUE,12,0,0,20,69335,17,TRUE,1.1,0.9,
      'Acres',34,0,1,,-5.751971841,5.751971841,1,FALSE,TRUE,1,0,0,17.5,69197,17,TRUE,1.1,0.9,
 'CappaghW_ph3',43,0,1.05,,-4.332056506,4.332056506,1,FALSE,TRUE,8,0,0,13.18,68410,17,TRUE,1.1,0.9,
Castlebanny,1831,0,1,,-45.39127493,45.39127493,1,FALSE,TRUE,9,0,0,138.6,,17,TRUE,1.1,0.9,
 'Corkemor_ph2',45,0,1.05,,-3.089630589,3.089630589,1,FALSE,TRUE,1,0,0,9.4,68407,17,TRUE,1.1,0.9,
 'Grove Hill',46,0,1.05,,-5.291814093,5.291814093,1,FALSE,TRUE,7,0,0,16.1,68404,17,TRUE,1.1,0.9,
 'Mully Graffy',47,0,1.05,,-9.827654745,9.827654745,1,FALSE,TRUE,1,0,0,29.9,68402,17,TRUE,1.1,0.9,
White Hill Wind,1825,0,1,,-16.5656789,16.5656789,1,FALSE,TRUE,9,0,0,50.4,,17,TRUE,1.1,0.9,
 'BlackLou_ph1',52,0,1,,-4.108551315,4.108551315,1,FALSE,TRUE,2,0,0,12.5,68312,17,TRUE,1.1,0.9,
 'Tullabra_ph1',53,0,1.05,,-4.535840651,4.535840651,1,FALSE,TRUE,4,0,0,13.8,68311,17,TRUE,1.1,0.9,
 'Meenad_S_ph2',54,0,1.05,,-1.774894168,1.774894168,1,FALSE,TRUE,1,0,0,5.4,68308,17,TRUE,1.1,0.9,
Pinewoods WF,1808,0,1,,-17.38738916,17.38738916,1,FALSE,TRUE,9,0,0,48,,17,TRUE,1.1,0.9,
 'Farranrory WF',1813,0,1,,-15.1,15.1,1,FALSE,TRUE,9,0,0,45,,17,TRUE,1.1,0.9,
 'Kilbereh_ph1',57,0,1.05,,-1.577355021,1.577355021,1,FALSE,TRUE,5,0,0,4.799,68303,17,TRUE,1.1,0.9,
  'Cleanrath',60,0,1.05,,-14.01509024,14.01509024,1,FALSE,TRUE,5,0,0,42.64,68297,17,TRUE,1.1,0.9,
 'Raragh_ph2',62,0,1.05,,-3.77986721,3.77986721,1,FALSE,TRUE,7,0,0,11.5,68294,17,TRUE,1.1,0.9,
 'Lisdowne_ph1',65,0,1.05,,-3.023893768,3.023893768,1,FALSE,TRUE,11,0,0,9.2,68285,17,TRUE,1.1,0.9,
 'BeamHill_ph2',66,0,1.04,,-2.267920326,2.267920326,1,FALSE,TRUE,1,0,0,6.9,68284,17,TRUE,1.1,0.9,
 'Cordal_ph2',68,0,1.05,,-29.53226685,29.53226685,1,FALSE,TRUE,5,0,0,89.85,68272,17,TRUE,1.1,0.9,
  'Kiltumper',70,0,1.05,,-1.640133685,1.640133685,1,FALSE,TRUE,4,0,0,4.99,68267,17,TRUE,1.1,0.9,
 'Teevurch_ph1',71,0,1,,-2.958156947,2.958156947,1,FALSE,TRUE,7,0,0,9,68265,17,TRUE,1.1,0.9,
 'Stack_Mounta',72,0,1.052,,-8.315707861,8.315707861,1,FALSE,TRUE,5,0,0,30,68262,17,TRUE,1.1,0.9,
 'Cronalag_ph2',73,0,1.05,,-5.903166529,5.903166529,1,FALSE,TRUE,1,0,0,17.96,68260,17,TRUE,1.1,0.9,
 'Carrowle_ph2',74,0,1,,-0.871012879,0.871012879,1,FALSE,TRUE,2,0,0,2.65,68254,17,TRUE,1.1,0.9,
 'Gortnahu_ph1',75,0,1.05,,-11.14239117,11.14239117,1,FALSE,TRUE,2,0,0,33.9,68247,17,TRUE,1.1,0.9,
 'Meenachu_ph2',76,0,1.05,,-0.6244998,0.6244998,1,FALSE,TRUE,1,0,0,1.9,68244,17,TRUE,1.1,0.9,
      'Fahan',77,0,1.04,,-1.643420526,1.643420526,1,FALSE,TRUE,1,0,0,5,68243,17,TRUE,1.1,0.9,
 'Dunmore_ph3',78,0,1.05,,-0.755973442,0.755973442,1,FALSE,TRUE,7,0,0,2.3,68241,17,TRUE,1.1,0.9,
 'Tullynam_ph1',79,0,1.05,,-6.244997998,6.244997998,1,FALSE,TRUE,7,0,0,19,68240,17,TRUE,1.1,0.9,
 'Gortnacloghy',80,0,1,,-1.511946884,1.511946884,1,FALSE,TRUE,5,0,0,4.6,68233,17,TRUE,1.1,0.9,
 'Knocknatalli',82,0,1.05,,-6.014919125,6.014919125,1,FALSE,TRUE,5,0,0,18.3,68224,17,TRUE,1.1,0.9,
 'Anarget_ph3',83,0,1,,-0.164342053,0.164342053,1,FALSE,TRUE,1,0,0,0.5,68223,17,TRUE,1.1,0.9,
 'GlantaComm2a',84,0,1.05,,-5.751971841,5.751971841,1,FALSE,TRUE,6,0,0,17.5,68222,17,TRUE,1.1,0.9,
 'Curraghd_ph1',85,0,1,,-1.479078473,1.479078473,1,FALSE,TRUE,5,0,0,4.5,68219,17,TRUE,1.1,0.9,
Ballymanus Wind Farm,1389,0,1,,-13.1,13.1,1,FALSE,TRUE,9,0,0,40,,17,TRUE,1.1,0.9,
 'Ballycum_ph1',86,15.3,1.05,,-5.916313893,5.916313893,1,FALSE,FALSE,9,0,0,18,68209,17,TRUE,1.1,0.9,
 'Lettergu_ph1',87,0,1.04,,-6.573682104,6.573682104,1,FALSE,TRUE,1,0,0,20,68204,17,TRUE,1.1,0.9,
 'Bunaveal_ph1',88,0,1.05,,-0.821710263,0.821710263,1,FALSE,TRUE,2,0,0,2.5,68202,17,TRUE,1.1,0.9,
  'Cooly_ph1',89,0,1.04,,-1.314736421,1.314736421,1,FALSE,TRUE,1,0,0,4,68195,17,TRUE,1.1,0.9,
 'Glencarb_ph1',91,0,1.05,,-10.84657547,10.84657547,1,FALSE,TRUE,8,0,0,33,68181,17,TRUE,1.1,0.9,
      'Cregg',92,0,1.05,,-7.576168624,7.576168624,1,FALSE,TRUE,7,0,0,23.05,68175,17,TRUE,1.1,0.9,
 'KilpaddogeWF',93,0,1.05,,-5.916313893,5.916313893,1,FALSE,TRUE,5,0,0,18,68165,17,TRUE,1.1,0.9,
 'Gurteen_ph1',94,0,1.05,,-0.755973442,0.755973442,1,FALSE,TRUE,8,0,0,2.3,68158,17,TRUE,1.1,0.9,
 'Holmes_H_ph1',95,0,1.05,,-3.15536741,3.15536741,1,FALSE,TRUE,8,0,0,9.6,68157,17,TRUE,1.1,0.9,
 'Glengool_ph1',96,0,1.05,,-1.511946884,1.511946884,1,FALSE,TRUE,8,0,0,4.6,68154,17,TRUE,1.1,0.9,
 'Cahermur_ph1',99,0,1.05,,-1.972104631,1.972104631,1,FALSE,TRUE,4,0,0,6,68148,17,TRUE,1.1,0.9,
 'Bunnahow_ph1',102,0,1.05,,-0.838144468,0.838144468,1,FALSE,TRUE,2,0,0,2.55,68143,17,TRUE,1.1,0.9,
 'Monainch_ph1',103,0,1.05,,-11.81619358,11.81619358,1,FALSE,TRUE,8,0,0,35.95,68136,17,TRUE,1.1,0.9,
 'Barranaf_ph1_3',104,0,1.05,,-10.64936501,10.64936501,1,FALSE,TRUE,8,0,0,32.4,68134,17,TRUE,1.1,0.9,
 'Barranaf_ph1',104,27.54,1.05,,-10.64936501,10.64936501,1,FALSE,FALSE,8,0,0,32.4,68134,17,TRUE,1.1,0.9,
 'Barranaf_ph1_2',104,27.54,1.05,,-10.64936501,10.64936501,1,FALSE,FALSE,8,0,0,32.4,68134,17,TRUE,1.1,0.9,
 'Ballybeagh',105,0,1.05,,-4.535840651,4.535840651,1,FALSE,TRUE,8,0,0,13.8,68131,17,TRUE,1.1,0.9,
 'Carrowna_ph1',106,0,1.05,,-1.511946884,1.511946884,1,FALSE,TRUE,4,0,0,4.6,68128,17,TRUE,1.1,0.9,
    'Boolard',108,0,1.05,,-1.462644268,1.462644268,1,FALSE,TRUE,5,0,0,4.45,68123,17,TRUE,1.1,0.9,
 'Rathnacally',109,0,1.05,,-1.462644268,1.462644268,1,FALSE,TRUE,5,0,0,4.45,68115,17,TRUE,1.1,0.9,
 'Lealet_ph1',110,0,1.05,,-2.629472841,2.629472841,1,FALSE,TRUE,2,0,0,8,68108,17,TRUE,1.1,0.9,
 'Raheenle_ph1',136,0,1.05,,-11.99696984,11.99696984,1,FALSE,TRUE,9,0,0,36.5,67045,17,TRUE,1.1,0.9,
 'Faugha_ph1',112,0,1.05,,-1.972104631,1.972104631,1,FALSE,TRUE,2,0,0,6,68101,17,TRUE,1.1,0.9,
 'Upperchurc_4',114,0,1,,-30.89630589,30.89630589,1,FALSE,TRUE,8,0,0,94,68096,17,TRUE,1.1,0.9,
 'Upperchurch',114,79.9,1,,-30.89630589,30.89630589,1,FALSE,FALSE,8,0,0,94,68096,17,TRUE,1.1,0.9,
 'Upperchurch_2',114,79.9,1,,-30.89630589,30.89630589,1,FALSE,FALSE,8,0,0,94,68096,17,TRUE,1.1,0.9,
 'Upperchurch_3',114,79.9,1,,-30.89630589,30.89630589,1,FALSE,FALSE,8,0,0,94,68096,17,TRUE,1.1,0.9,
 'Knocknamona',115,0,1.05,,-11.17525958,11.17525958,1,FALSE,TRUE,12,0,0,34,68095,17,TRUE,1.1,0.9,
 'Leitir_ph1',116,0,1.05,,-4.535840651,4.535840651,1,FALSE,TRUE,2,0,0,13.8,68094,17,TRUE,1.1,0.9,
 'Kilmeedy_ph1',117,0,1.05,,-1.544815294,1.544815294,1,FALSE,TRUE,5,0,0,4.7,68093,17,TRUE,1.1,0.9,
  'Ugool_ph1',118,0,1.05,,-21.69315094,21.69315094,1,FALSE,TRUE,2,0,0,66,68092,17,TRUE,1.1,0.9,
 'Carrickeeney',121,0,1.05,,-2.514433405,2.514433405,1,FALSE,TRUE,2,0,0,7.65,68087,17,TRUE,1.1,0.9,
    'An_Cnoc',122,0,1.05,,-3.77986721,3.77986721,1,FALSE,TRUE,8,0,0,11.5,67213,17,TRUE,1.1,0.9,
 'Coolberrin',123,0,1.05,,-10.87944388,10.87944388,1,FALSE,TRUE,7,0,0,33.1,67144,17,TRUE,1.1,0.9,
 'Boggeragh_2',124,0,1,,-15.67823182,15.67823182,1,FALSE,TRUE,5,0,0,47.7,67102,17,TRUE,1.1,0.9,
      'Oriel',126,0,1,,-69,69,1,FALSE,TRUE,11,0,0,210,67086,16,TRUE,1.1,0.9,
   'Bruckana_3',127,0,1.05,,-13.01589057,13.01589057,1,FALSE,TRUE,8,0,0,39.6,67084,17,TRUE,1.1,0.9,
   'Bruckana',127,33.66,1.05,,-13.01589057,13.01589057,1,FALSE,FALSE,8,0,0,39.6,67084,17,TRUE,1.1,0.9,
   'Bruckana_2',127,33.66,1.05,,-13.01589057,13.01589057,1,FALSE,FALSE,8,0,0,39.6,67084,17,TRUE,1.1,0.9,
 'Clahane_ph2',128,0,1.05,,-4.535840651,4.535840651,1,FALSE,TRUE,5,0,0,13.8,67083,17,TRUE,1.1,0.9,
 'Sorrell Island ext',129,0,1.05,,-7.888418524,7.888418524,1,FALSE,TRUE,4,0,0,24,67073,17,TRUE,1.1,0.9,
 'Sorrell Isla',129,0,1.05,,-2.629472841,2.629472841,1,FALSE,TRUE,4,0,0,8,67073,17,TRUE,1.1,0.9,
 'Oweniney_3',130,0,1.05,,-19.43420526,19.43420526,1,FALSE,TRUE,2,0,0,60,67071,17,TRUE,1.1,0.9,
 'KillHill_ph1',131,0,1.05,,-11.83262779,11.83262779,1,FALSE,TRUE,8,0,0,36,67069,17,TRUE,1.1,0.9,
 'Mountluc_ph1',132,0,1.05,,-26.03178113,26.03178113,1,FALSE,TRUE,11,0,0,79.2,67066,17,TRUE,1.1,0.9,
Ardderoo,133,0,1.05,,-29.97599039,29.97599039,1,FALSE,TRUE,2,0,0,109,67062,17,TRUE,1.1,0.9,
    'Killala ph2',134,0,1.05,,-6.310734819,6.310734819,1,FALSE,TRUE,2,0,0,19.2,67059,17,TRUE,1.1,0.9,
    'Killala',134,0,1.05,,-3.549788336,3.549788336,1,FALSE,TRUE,2,0,0,10.8,67059,17,TRUE,1.1,0.9,
 'Seecon_ph1_2',135,0,1.05,,-35.49788336,35.49788336,1,FALSE,TRUE,2,0,0,108,67058,17,TRUE,1.1,0.9,
 'Seecon_ph1',135,90.72,1.05,,-35.49788336,35.49788336,1,FALSE,FALSE,2,0,0,108,67058,17,TRUE,1.1,0.9,
 'Ballywater_2',1352,0,1.05,,-10.35354931,10.35354931,1,FALSE,TRUE,9,0,0,31.5,12371,17,TRUE,1.1,0.9,
 'Carrigdangan_2',137,0,1.05,,-22.33408495,22.33408495,1,FALSE,TRUE,6,0,0,54,67044,17,TRUE,1.1,0.9,
 'Carrigdangan',137,57.7575,1.05,,-22.33408495,22.33408495,1,FALSE,FALSE,6,0,0,67.95,67044,17,TRUE,1.1,0.9,
 'Grousemount',139,0,1.05,,-37.46998799,37.46998799,1,FALSE,TRUE,5,0,0,114,67034,17,TRUE,1.1,0.9,
 'Grousemount_2',139,96.9,1.05,,-37.46998799,37.46998799,1,FALSE,FALSE,5,0,0,114,67034,17,TRUE,1.1,0.9,
    'Sheskin',140,0,1.05,,-10.81370706,10.81370706,1,FALSE,TRUE,2,0,0,32.9,67033,17,TRUE,1.1,0.9,
 'Castlepo_ph2',141,0,1.05,,-7.888418524,7.888418524,1,FALSE,TRUE,5,0,0,24,67031,17,TRUE,1.1,0.9,
 'Castlepo_ph1',141,0,1.05,,-3.286841052,3.286841052,1,FALSE,TRUE,5,0,0,10,67031,17,TRUE,1.1,0.9,
 'Boolynag_ph1',142,0,1.05,,-12.15473821,12.15473821,1,FALSE,TRUE,4,0,0,36.98,67030,17,TRUE,1.1,0.9,
 'Oweniney_ph2',143,0,1.05,,-27.28078073,27.28078073,1,FALSE,TRUE,2,0,0,83,67026,17,TRUE,1.1,0.9,
 'Oweniney_ph1',144,0,1.05,,-29.25288536,29.25288536,1,FALSE,TRUE,2,0,0,89,67025,17,TRUE,1.1,0.9,
 'Sliabh_Bawn',150,0,1.05,,-19.0636781,19.0636781,1,FALSE,TRUE,3,0,0,58,66095,17,TRUE,1.1,0.9,
    'ARKLOWB',1380,0,1.04,,-8.282839451,8.282839451,1,FALSE,TRUE,9,0,0,25.2,11271,16,TRUE,1.1,0.9,
   'GORTAHIL',1030,0,1.04,,-6.902366209,6.902366209,1,FALSE,TRUE,9,0,0,21,19085,17,TRUE,1.1,0.9,
   'RICHFIEL_2',163,0,1.04,,-6.65585313,6.65585313,1,FALSE,TRUE,9,0,0,20.25,55072,17,TRUE,1.1,0.9,
Davidstown Solar,172,0,1,,-1.643420526,1.643420526,1,FALSE,TRUE,9,0,0,5,,23,TRUE,1.1,0.9,
Blusheens Solar (1),172,0,1,,-2.629472841,2.629472841,1,FALSE,TRUE,9,0,0,8,,23,TRUE,1.1,0.9,
   'EASTWEST',177,-250,1.05,,-325,130,1,FALSE,TRUE,11,0,-530,500,54630,49,TRUE,1.1,0.9,
 'Rosspile Solar',179,0,1.05,,-31.22498999,31.22498999,1,FALSE,TRUE,9,0,0,95,54502,23,TRUE,1.1,0.9,
 'Castledockri_4',1010,0,1.05,,-6.573682104,6.573682104,1,FALSE,TRUE,9,0,0,20,19971,17,TRUE,1.1,0.9,
 'Ballycum_ph1_2',86,0,1.05,,-5.916313893,5.916313893,1,FALSE,TRUE,9,0,0,18,68209,17,TRUE,1.1,0.9,
Farranmacedmond Solar Farm,190,0,1,,-1.972104631,1.972104631,1,FALSE,TRUE,12,0,0,6,,23,TRUE,1.1,0.9,
Curraghmartin Solar Park,192,0,1,,-1,1,1,FALSE,TRUE,9,0,0,3.99,,23,TRUE,1.1,0.9,
   'SLIEVERA',193,0,1,,-0.986052316,0.986052316,1,FALSE,TRUE,8,0,0,3,53871,17,TRUE,1.1,0.9,
Ballinalard Solar Farm,194,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,8,0,0,4,,23,TRUE,1.1,0.9,
   'DRUMLOUG',197,0,1.04,,-3.283554211,3.283554211,1,FALSE,TRUE,1,0,0,9.99,53674,17,TRUE,1.1,0.9,
    'BEAMHIL',198,0,1.04,,-4.601577473,4.601577473,1,FALSE,TRUE,1,0,0,14,53673,17,TRUE,1.1,0.9,
   'DRUMLOUG_2',199,0,1.04,,-1.577683705,1.577683705,1,FALSE,TRUE,1,0,0,4.8,53672,17,TRUE,1.1,0.9,
   'CROCKAHE',200,0,1.04,,-1.643420526,1.643420526,1,FALSE,TRUE,1,0,0,5,53671,17,TRUE,1.1,0.9,
    'Biocore',208,0.3,1.05,,-0.493026158,0.493026158,1,FALSE,TRUE,2,0,0,1.5,53474,99,TRUE,1.1,0.9,
 'GradyJoinery',209,0,1.05,,-0.821710263,0.821710263,1,FALSE,TRUE,2,0,0,2.5,53473,17,TRUE,1.1,0.9,
     'ROOSKY',210,0,1.01,,-1.183262779,1.183262779,1,FALSE,TRUE,2,0,0,3.6,53472,17,TRUE,1.1,0.9,
    'LARGANH',211,0,1.04,,-1.952383585,1.952383585,1,FALSE,TRUE,2,0,0,5.94,53471,17,TRUE,1.1,0.9,
Ballyboughlin Solar Farm,225,0,1,,-4.930261578,4.930261578,1,FALSE,TRUE,11,0,0,14,,23,TRUE,1.1,0.9,
Lehinch Solar,226,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,11,0,0,4,,23,TRUE,1.1,0.9,
   'Tullabeg ph1 and 2',241,0,1,,-60.80655946,60.80655946,1,FALSE,TRUE,9,0,0,185,52971,23,TRUE,1.1,0.9,
 'Ballincollig',244,0,1.04,,-2.892420126,2.892420126,1,FALSE,TRUE,5,0,0,8.8,52878,17,TRUE,1.1,0.9,
    'MOUNTEA',245,0,1.04,,-0.558762979,0.558762979,1,FALSE,TRUE,5,0,0,1.7,52876,17,TRUE,1.1,0.9,
    'MOUNTEA_2',246,0,1.04,,-1.676288936,1.676288936,1,FALSE,TRUE,5,0,0,5.1,52875,17,TRUE,1.1,0.9,
   'BEENAGEE',248,0,1.04,,-1.301589057,1.301589057,1,FALSE,TRUE,5,0,0,3.96,52873,17,TRUE,1.1,0.9,
   'TURSILLA',249,0,1.04,,-2.235051915,2.235051915,1,FALSE,TRUE,5,0,0,6.8,52872,17,TRUE,1.1,0.9,
   'TURSILLA_2',250,0,1.04,,-4.930261578,4.930261578,1,FALSE,TRUE,5,0,0,15,52871,17,TRUE,1.1,0.9,
Dromroe Solar,258,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,5,0,0,4,,23,TRUE,1.1,0.9,
Ballyenaghty Solar Park,258,0,1,,-3.286841052,3.286841052,1,FALSE,TRUE,5,0,0,10,,23,TRUE,1.1,0.9,
   'Holyford_2',263,0,1.05,,-2.958156947,2.958156947,1,FALSE,TRUE,8,0,0,9,52778,17,TRUE,1.1,0.9,
   'Holyford',263,7.65,1.05,,-2.958156947,2.958156947,1,FALSE,FALSE,8,0,0,9,52778,17,TRUE,1.1,0.9,
   'Glenough',264,0,1.05,,-10.84657547,10.84657547,1,FALSE,TRUE,8,0,0,33,52773,17,TRUE,1.1,0.9,
 'CAPPAGH_WHIT',265,0,1.05,,-17.09157347,17.09157347,1,FALSE,TRUE,8,0,0,52,52771,17,TRUE,1.1,0.9,
 'Garracummer',278,0,1.05,,-12.12844348,12.12844348,1,FALSE,TRUE,8,0,0,36.9,52700,17,TRUE,1.1,0.9,
 'Beale_Hill_2',281,0,1,,-0.838144468,0.838144468,1,FALSE,TRUE,5,0,0,2.55,52677,17,TRUE,1.1,0.9,
   'TOURNAFU',282,0,1.05,,-5.620498199,5.620498199,1,FALSE,TRUE,5,0,0,17.1,52676,17,TRUE,1.1,0.9,
   'KNOCKAWA ph2',283,0,1,,-7.395392367,7.395392367,1,FALSE,TRUE,5,0,0,22.5,52675,17,TRUE,1.1,0.9,
   'KNOCKAWA',283,0,1,,-2.169315094,2.169315094,1,FALSE,TRUE,5,0,0,6.6,52675,17,TRUE,1.1,0.9,
   'TOURNAFU_2',285,0,1,,-2.465130789,2.465130789,1,FALSE,TRUE,5,0,0,7.5,52673,17,TRUE,1.1,0.9,
    'BEALEHI',286,0,1,,-0.427289337,0.427289337,1,FALSE,TRUE,5,0,0,1.3,52672,17,TRUE,1.1,0.9,
    'BEALEHI_2',287,0,1,,-0.525894568,0.525894568,1,FALSE,TRUE,5,0,0,1.6,52671,17,TRUE,1.1,0.9,
Knockbrack Solar Farm(prev. Abbeyfeale),301,0,1,,-1.640133685,1.640133685,1,FALSE,FALSE,5,0,0,4.99,,23,TRUE,1.1,0.9,
   'MOANMORE',311,0,1.04,,-4.141419725,4.141419725,1,FALSE,TRUE,4,0,0,12.6,52271,17,TRUE,1.1,0.9,
 'Timahoe Nort',322,0,1,,-49.30261578,49.30261578,1,FALSE,TRUE,11,0,0,150,52171,23,TRUE,1.1,0.9,
     'TURLG1',324,69.35,1,,-144,188,1,TRUE,TRUE,11,1,-350,292,52071,99,TRUE,1.1,0.9,
 'Croaghonagh',325,0,1,,-45.39127493,45.39127493,1,FALSE,TRUE,1,0,0,138.1,51972,17,TRUE,1.1,0.9,
Shanagraigue Solar,334,0,1,,-1.640133685,1.640133685,1,FALSE,TRUE,10,0,0,4.99,,23,TRUE,1.1,0.9,
     'Tynagh',335,0,1.05,,-61,95,1,FALSE,TRUE,3,0,0,142,51772,9,TRUE,1.1,0.9,
     'Tynagh_2',336,155,1.05,,-91,143,1,FALSE,TRUE,3,0,155,263,51771,9,TRUE,1.1,0.9,
 'Shantallow',337,0,1,,-11.50394368,11.50394368,1,FALSE,TRUE,2,0,0,35,51671,23,TRUE,1.1,0.9,
Shantallow Wind Farm,337,0,1,,-1.64,1.64,1,FALSE,TRUE,2,0,0,5,,17,TRUE,1.1,0.9,
  'Seal_Rock',346,81,1.05,,-29.52,46.5,1,FALSE,TRUE,5,0,39,86,50574,15,TRUE,1.1,0.9,
  'Seal_Rock_2',347,81,1.05,,-29.5,46.5,1,FALSE,TRUE,5,0,39,86,50573,15,TRUE,1.1,0.9,
     'PBEGG6',351,25,1.05,,-90,130,1,FALSE,TRUE,11,0,25,163.1875,50276,9,TRUE,1.1,0.9,
     'PBEGG5',352,0,1.05,,-63,100,1,FALSE,TRUE,11,0,0,150,50275,9,TRUE,1.1,0.9,
     'PBEGG4',353,0,1.05,,-60,80,1,FALSE,TRUE,11,0,0,150,50274,9,TRUE,1.1,0.9,
    'SONNAGH',354,0,1.05,,-2.514433405,2.514433405,1,FALSE,TRUE,3,0,0,7.65,50071,17,TRUE,1.1,0.9,
Ardnadoman Solar Farm,361,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,3,0,0,4,,23,TRUE,1.1,0.9,
     'Corvin',363,0,1.05,,-0.690236621,0.690236621,1,FALSE,TRUE,1,0,0,2.1,49992,17,TRUE,1.1,0.9,
 'Glackmore_Hi',365,0,1.02,,-0.098605232,0.098605232,1,FALSE,TRUE,1,0,0,0.3,49979,17,TRUE,1.1,0.9,
 'Glackmore_Hi_2',366,0,1.02,,-0.460157747,0.460157747,1,FALSE,TRUE,1,0,0,1.4,49978,17,TRUE,1.1,0.9,
 'Glackmore_Hi_3',367,0,1.02,,-0.197210463,0.197210463,1,FALSE,TRUE,1,0,0,0.6,49977,17,TRUE,1.1,0.9,
  'Flughland',368,0,1.04,,-3.023893768,3.023893768,1,FALSE,TRUE,1,0,0,9.2,49976,17,TRUE,1.1,0.9,
   'MEENKEER',369,0,1.04,,-1.380473242,1.380473242,1,FALSE,TRUE,1,0,0,4.2,49975,17,TRUE,1.1,0.9,
    'THREETR',370,0,1.04,,-1.396907447,1.396907447,1,FALSE,TRUE,1,0,0,4.25,49974,17,TRUE,1.1,0.9,
 'SORNE_HILL',371,0,1.05,,-2.432262378,2.432262378,1,FALSE,TRUE,1,0,0,7.4,49973,17,TRUE,1.1,0.9,
 'single_turbi',372,0,1.04,,-0.755973442,0.755973442,1,FALSE,TRUE,1,0,0,2.3,49972,17,TRUE,1.1,0.9,
 'Sorne_Hill_2',373,0,1.05,,-10.35354931,10.35354931,1,FALSE,TRUE,1,0,0,31.5,49971,17,TRUE,1.1,0.9,
Riverstown Wind Farm,386,0,1,,-1.64,1.64,1,FALSE,TRUE,2,0,0,5,,17,TRUE,1.1,0.9,
