Bus_ID,Bus_Name,Cum_sOTDF,Avg_sOTDF,Med_sOTDF,Max_sOTDF,Min_sOTDF,Circuit_Involved_max,Scaled_OTDF_Contribution_max,Cont_Loading_x,Percent Reduction_max,Circuit_Involved_min,Scaled_OTDF_Contribution_min,Cont_Loading_y,Percent Reduction_min
1633,Garvagh,-124.14842589769815,-7.302848582217538,-4.153533812203192,3.4298664427247867,-25.093667273965,''Maynooth B' to    'Rinawade'',3.4298664427247867,147.9030732909666,88.86702373936892,''Flagford' to  'Sliabh Bawn'',-25.093667273965,126.04702382311288,-922.9898161141685
1635,Firlough,-107.56441061082504,-6.3273182712250025,-6.389691148334133,3.5671203557126194,-20.091449393338763,''Maynooth B' to    'Rinawade'',3.5671203557126194,147.9030732909666,92.42323997912463,''Flagford' to       'Sligo'',-20.091449393338763,124.72419071855494,-394.2803313265462
1636,Fortunestown,2.2468089130134814,0.1404255570633426,1.4189112382277775,2.872973544018648,-4.638496421428242,''McDermott' to  'North Quays'',2.872973544018648,131.49792174236993,81.88962054671947,''Maynooth B' to    'Rinawade'',-4.638496421428242,147.9030732909666,-120.18233901567609
1638,Fin_rural,2.8720499456936803,0.17950312160585502,1.354556817481625,3.030972025690869,-3.574580058523796,''Ratrussan' to    'Shankill'',3.030972025690869,111.91206172981771,30.648048924759507,''Maynooth B' to    'Rinawade'',-3.574580058523796,147.9030732909666,-92.61651910467647
1639,Finglas220b,3.0002914633221947,0.18751821645763717,1.352869054958447,3.039623108021964,-3.551625050167037,''Ratrussan' to    'Shankill'',3.039623108021964,111.91206172981771,30.73552541490464,''Maynooth B' to    'Rinawade'',-3.551625050167037,147.9030732909666,-92.02176029798751
1640,Finglas,2.789472235601082,0.17434201472506763,1.3556993594372433,3.025514998773407,-3.589525042205213,''Ratrussan' to    'Shankill'',3.025514998773407,111.91206172981771,30.59286952140886,''Maynooth B' to    'Rinawade'',-3.589525042205213,147.9030732909666,-93.00374007720679
1641,Fin_urban,1.5548734518969622,0.09717959074356014,1.381372238651111,2.9505134733914287,-3.836778964696096,''Ratrussan' to    'Shankill'',2.9505134733914287,111.91206172981771,29.834482311017336,''Maynooth B' to    'Rinawade'',-3.836778964696096,147.9030732909666,-99.41003039975172
1642,FrnStB,2.2468216992241232,0.1404263562015077,1.4189193128664757,2.8729898934433757,-4.638522817860193,''McDermott' to  'North Quays'',2.8729898934433757,131.49792174236993,81.89008656151793,''Maynooth B' to    'Rinawade'',-4.638522817860193,147.9030732909666,-120.1830229409496
1643,FrnStA,-320.10317080222063,-20.00644817513879,-2.0704459830222675,2.916327167477755,-128.6198367668624,''Ratrussan' to    'Shankill'',2.916327167477755,111.91206172981771,29.488803245912713,''McDermott' to  'North Quays'',-128.6198367668624,131.49792174236993,-3666.1074201492875
1644,Flagford,-26.941586160333763,-1.584799185901986,-1.7211733115188412,10.207674270122308,-17.745439702559516,Transformer: FLA2101',10.207674270122308,114.44541451693033,161.05285509703359,''Flagford' to  'Sliabh Bawn'',-17.745439702559516,126.04702382311288,-652.7089065584188
