name,index,hv_bus,lv_bus,sn_mva,vn_hv_kv,vn_lv_kv,vk_percent,vkr_percent,pfe_kw,i0_percent,shift_degree,tap_side,tap_neutral,tap_min,tap_max,tap_step_percent,tap_step_degree,tap_pos,parallel,max_loading_percent,in_service,tap_changer_type
 'Drumline' ,1079,1671,990,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Drumline' ,1078,1671,990,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dungarva' ,1076,1669,982,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dungarva' ,1075,1669,982,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Doon' ,1073,1667,974,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dallow' ,1065,1659,909,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dardisto' ,1064,1658,898,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dardisto' ,1063,1658,898,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Rhode Bi' ,1062,1657,897,21,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dalton' ,1060,1655,889,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dunfirth' ,1058,1654,880,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'EnnisT10' ,1057,1652,875,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'EnnisT10' ,1056,1652,875,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ennis' ,1055,1652,874,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ennis' ,1054,1652,874,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Fortunes' ,1034,1636,852,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Fortunes' ,1033,1636,852,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Gt.Islan' ,1022,1627,816,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Gt.Islan' ,1021,1627,816,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'GalwayT1' ,1013,1623,798,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'GalwayT1' ,1012,1623,798,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'GolaghT1' ,1007,1621,793,75,110,22,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Gortawee' ,1006,1620,790,25,110,11,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Gortawee' ,1005,1620,790,25,110,11,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Gortawee' ,1004,1620,788,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'HaroldsC' ,995,1611,763,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'HaroldsC' ,994,1611,763,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'HeustonT' ,993,1610,762,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'HeustonT' ,992,1610,762,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ikerrin' ,982,1603,754,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
  'Irishtown' to     'SW BESS',980,1601,748,90,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
  'Irishtown' to  'Ringsend FLE',978,1601,746,78.75,220,10.5,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Kilbarry',973,1593,742,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kilteel' ,968,1591,732,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kilteel' ,967,1591,732,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
    'Kilteel' to  'Porterstown',966,1591,729,31.5,110,33,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Knockera' ,957,1585,705,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Knockumb' ,956,1584,696,20.8,110,6.6,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Knockumb' ,955,1584,696,20.8,110,6.6,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kellysto' ,950,1578,694,126,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kellysto' ,949,1578,694,126,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kellysto' ,948,1578,694,126,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kinnegad' ,947,1577,693,12.5,110,6,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Kinnegad' ,946,1577,693,12.5,110,6,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Killoter' ,944,1575,690,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Killoter' ,943,1575,690,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'KILPADDO' ,939,1572,688,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Lanesbor' ,930,1566,681,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Lisdrum' ,919,1559,664,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'LISDRUM' ,918,1559,662,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Liberty_' ,912,1555,635,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Liberty_' ,911,1554,635,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'MiseryHi' ,901,1546,606,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'MiseryHi' ,900,1546,606,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Midleton' ,893,1543,603,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
   'Midleton' to    'Midleton',892,1543,603,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Midleton' ,891,1543,601,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'MeathHil' ,890,1542,595,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'MeathHil' ,889,1542,595,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Macroom' ,881,1535,572,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'MarinaT1' ,874,1526,564,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'MarinaT1' ,873,1526,564,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Mullinga' ,870,1523,560,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Mullinga' ,869,1523,560,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Mullinga' ,868,1523,558,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Mullinga' ,867,1523,558,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Mallow' ,866,1522,552,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Mallow' ,865,1522,552,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Moy' ,864,1521,550,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Moy' ,863,1521,550,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Mullagha' ,860,1520,545,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Mullagha' ,859,1520,545,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'MonreadT' ,857,1518,540,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'MonreadT' ,856,1518,540,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Newbridg' ,848,1514,524,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Newbridg' ,847,1514,524,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'NorthQua' ,846,1513,518,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'NorthQua' ,845,1513,518,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
NW_CC1',842,1511,503,126,220,10.5,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
NW_CC2',841,1511,502,126,220,10.5,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Nenagh',840,1510,500,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'OldCourt' ,837,1508,490,20,110,6,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'OldCourt' ,836,1507,490,20,110,6,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Oughtrag' ,835,1506,488,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ballycum' ,832,1505,476,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Poppintr' ,830,1502,472,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'PB_G ' ,822,1496,464,75,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Poolbeg Sout' to  'PBEGG_FLEX',821,1496,463,70,220,10.5,12,0.26,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Portlaoi' ,820,1495,461,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Portlaoi' ,819,1495,461,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Portlaoi' ,818,1495,460,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Portlaoi' ,817,1495,460,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Pelletst' ,816,1494,448,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Pelletst' ,815,1494,448,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'PlatinT1' ,814,1493,447,12.5,110,15,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'PlatinT1' ,813,1493,447,12.5,110,15,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'PlatinT1' ,812,1493,447,12.5,110,15,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'PlatinT1' ,811,1493,447,12.5,110,15,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'PotteryR' ,810,1492,446,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'PotteryR' ,809,1492,446,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Dublin W' ,798,1489,438,16,110,3.3,12,0.4,10,0.09,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Rathkeal' ,797,1488,435,30,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Rathkeal' ,796,1488,435,30,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Richmond' ,791,1486,423,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Richmond' ,790,1486,423,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Rinawade' ,787,1481,417,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Rinawade' ,786,1481,417,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Ringaski' ,785,1480,416,12.5,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'SheltonA' ,782,1477,410,10,110,6,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Shannonbridg' to  'Shannonbridg',780,1475,409,120,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'SH_TIE2 ' ,779,1475,409,120,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Corvin' ,768,1470,362,5,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Somerset' ,767,1469,361,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Stevenst' ,765,1467,350,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Stevenst' ,764,1467,350,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Stratfor' ,761,1463,345,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Singland' ,759,1461,343,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Singland' ,758,1461,343,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Taney' ,752,1458,341,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Taney' ,751,1458,341,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
TYN_CC2',746,1453,335,170,220,15,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'TrabegT1' ,745,1452,334,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Tulabrac' ,740,1447,319,15,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'TrinityT' ,738,1445,310,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'TrinityT' ,737,1445,310,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Thurles' ,723,1437,239,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Thurles' ,722,1437,239,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'TonroeT1' ,717,1434,217,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Tipperar' ,714,1432,194,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Waterfor' ,712,1431,190,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CorkbegT' ,708,1428,175,20,110,10.75,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'WexfordT' ,707,1427,173,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'WexfordT' ,706,1427,173,20,110,20,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'WolfeTon' ,703,1426,159,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'WolfeTon' ,702,1426,159,20,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'BALLYCUM' ,684,1388,86,20,20,0.4,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'BALLYCUM' ,680,1383,1388,10,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'BALLYCUM' ,679,1383,1388,10,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Butlerst' ,584,1221,1222,5,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Brinny' ,579,1213,1214,10,110,10,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Bracetow' ,574,1200,1199,62.5,220,20,12,0.26,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Bracetow' ,573,1200,1199,62.5,220,20,12,0.26,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Bunbeg' ,558,1177,1178,20,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'CathFall' ,527,1117,1118,31.5,110,38,12,0.41,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Butlerst' ,522,1114,1290,5,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'CLOON' ,509,1080,1081,5,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Drumline' ,467,998,993,0.9,38,0.69,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Dallow' ,418,909,908,5,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Dallow' ,417,909,906,5,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Rhode Bi' ,410,897,893,20,20,11,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Dalton' ,405,889,890,10,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Dalton' ,262,587,588,10,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Tullynam' ,261,585,79,25,10,0.69,12,0.3,1.18,0.1873,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'TULLYNAM' ,255,581,585,25,38,10,12,0.3,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Moy' ,242,550,549,10,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Brinny' ,225,515,514,5,38,10,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Rathkeal' ,188,434,425,17.346,20,0.66,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Rathkeal' ,187,432,426,14,20,0.69,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Rathkeal' ,186,431,432,15,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Rathkeal' ,185,430,434,17,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Rathkeal' ,184,429,436,10,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Shannonbridg' to  'Shannonbridg',177,409,408,100,20,0.4,12,0.26,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Shannonbridg' to  'Shannonbridg',176,409,407,100,20,0.4,12,0.26,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Corvin' ,152,362,363,2.5,20,0.4,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Somerset' ,151,360,354,8.1,20,0.69,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Tulabrac' ,139,319,317,15,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'CLOON' ,124,295,297,5,38,20,12,0.41,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
Cashla DC,1330,1717,1862,150,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Killonan DC,1331,1586,1863,150,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Knockraha DC,1332,1595,1864,150,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Great Island DC,1333,1626,1865,150,220,20,12,0.26,55,0.06,0,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
    'Lenalea' to     'Lenalea',913,1556,637,125,110,33,11.96530508,0.494093055,18,0.05,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
    'Lenalea' to     'Lenalea',292,637,636,125,33,0.69,11.96530508,0.494093055,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Garballagh' to  'Garballagh',1027,1631,833,200,110,20,11.30594003,0.695945948,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
Garballagh 2 Solar Transformer,2,8,9,200,110,20,11.30594003,0.695945948,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CORDAL' ,1231,1753,1319,25,110,38,11.19775618,0.665380771,14,0.07,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'cordal' ,1230,1753,1317,63,110,38,11.19775618,0.665380771,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'cordal' ,1229,1753,1316,120,110,38,11.19775618,0.665380771,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'CORDAL' ,635,1319,1315,50,38,20,11.19775618,0.665380771,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'CORDAL' ,634,1319,1313,20,38,20,11.19775618,0.665380771,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'CORDAL' ,631,1317,1318,20,38,20,11.19775618,0.665380771,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'CORDAL' ,630,1314,1320,20,38,20,11.19775618,0.665380771,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Derrycarney' to     'Cloghan',916,1558,658,35,110,33,10.56530508,0.517426388,18,0.05,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Grousemo' ,699,1425,156,150,110,38,10.10089848,0.730347202,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'Grousemo' ,31,156,139,150,38,0.66,10.10089848,0.730347202,22,0.04,150,hv,0,-9,9,1.5,0,0,1,125,TRUE,Ratio
 'BOOLT 2 38' to   'Crossmore',657,1348,1337,30,38,0.4,10,0.4,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Kilvinan' ,642,1328,67,7.05,20,0.69,10,0.8,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Kilvinan' ,593,1239,1233,4.7,20,0.69,10,0.8,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Kilvinan' ,592,1239,1232,6,20,0.69,10,0.8,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Anarget ' ,525,1116,1110,2.4,20,0.69,10,0.8,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Anarget ' ,524,1115,1109,1.4,20,0.4,10,0.8,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'Anarget ' ,523,1115,83,10,20,0.4,10,0.8,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
 'SORNE_HI' ,159,380,371,7.5,20,0.4,10,0.8,1.65,0.2619,150,hv,0,-2,2,2.5,0,0,1,125,TRUE,Ratio
